Arizona D'Backs,1,Los Angeles Dodgers,4
Seattle Mariners,2,Miami Marlins,3
Atlanta Braves,3,New York Mets,4
Houston Astros,1,Oakland Athletics,4
Milwaukee Brewers,3,Pittsburgh Pirates,2
San Francisco Giants,4,San Diego Padres,3
New York Yankees,5,Tampa Bay Rays,1
Chicago White Sox,16,Texas Rangers,2
St. Louis Cardinals,2,Washington Nationals,3
Miami Marlins,2,Atlanta Braves,4
Baltimore Orioles,7,Boston Red Sox,6
Arizona D'Backs,1,Chicago Cubs,5
Kansas City Royals,3,Cleveland Indians,4
San Francisco Giants,2,Colorado Rockies,8
Chicago White Sox,3,Detroit Tigers,1
Philadelphia Phillies,7,Los Angeles Dodgers,0
San Diego Padres,3,Milwaukee Brewers,4
St. Louis Cardinals,0,New York Mets,2
Texas Rangers,4,Oakland Athletics,3
Cincinnati Reds,5,Pittsburgh Pirates,6
Houston Astros,7,Seattle Mariners,2
LA Angels of Anaheim,4,Washington Nationals,2
Miami Marlins,1,Atlanta Braves,0
New York Yankees,9,Boston Red Sox,3
Arizona D'Backs,2,Chicago Cubs,9
Kansas City Royals,8,Cleveland Indians,2
San Francisco Giants,1,Colorado Rockies,2
Chicago White Sox,6,Detroit Tigers,8
Philadelphia Phillies,3,Los Angeles Dodgers,2
San Diego Padres,2,Milwaukee Brewers,1
St. Louis Cardinals,3,New York Mets,0
Texas Rangers,5,Oakland Athletics,4
Cincinnati Reds,4,Pittsburgh Pirates,1
Houston Astros,5,Seattle Mariners,2
Minnesota Twins,3,Tampa Bay Rays,7
Baltimore Orioles,3,Toronto Blue Jays,9
LA Angels of Anaheim,7,Washington Nationals,2
Miami Marlins,1,Atlanta Braves,3
New York Yankees,1,Boston Red Sox,5
Arizona D'Backs,7,Chicago Cubs,5
Kansas City Royals,3,Cleveland Indians,5
San Francisco Giants,12,Colorado Rockies,10
Chicago White Sox,6,Detroit Tigers,4
Philadelphia Phillies,2,Los Angeles Dodgers,5
San Diego Padres,2,Milwaukee Brewers,5
St. Louis Cardinals,2,New York Mets,3
Texas Rangers,3,Oakland Athletics,0
Cincinnati Reds,5,Pittsburgh Pirates,2
Houston Astros,3,Seattle Mariners,5
Minnesota Twins,6,Tampa Bay Rays,4
Baltimore Orioles,10,Toronto Blue Jays,8
LA Angels of Anaheim,4,Washington Nationals,5
New York Yankees,14,Boston Red Sox,5
Arizona D'Backs,5,Chicago Cubs,2
Kansas City Royals,1,Cleveland Indians,5
Chicago White Sox,4,Detroit Tigers,7
Oakland Athletics,10,Houston Astros,1
Philadelphia Phillies,7,Los Angeles Dodgers,3
St. Louis Cardinals,1,New York Mets,4
Cincinnati Reds,2,Pittsburgh Pirates,1
Minnesota Twins,9,Tampa Bay Rays,7
Baltimore Orioles,11,Toronto Blue Jays,4
San Diego Padres,4,Washington Nationals,3
Philadelphia Phillies,4,Arizona D'Backs,5
Cincinnati Reds,4,Atlanta Braves,5
Kansas City Royals,5,Baltimore Orioles,0
Tampa Bay Rays,6,Chicago White Sox,9
Oakland Athletics,12,Houston Astros,5
Colorado Rockies,5,Los Angeles Dodgers,4
Chicago Cubs,2,Milwaukee Brewers,5
Detroit Tigers,10,Minnesota Twins,6
LA Angels of Anaheim,13,New York Yankees,1
Miami Marlins,3,New York Mets,4
Texas Rangers,5,Seattle Mariners,6
Cleveland Indians,1,San Francisco Giants,5
Pittsburgh Pirates,0,St. Louis Cardinals,1
Boston Red Sox,8,Toronto Blue Jays,1
San Diego Padres,1,Washington Nationals,11
Philadelphia Phillies,6,Arizona D'Backs,5
Cincinnati Reds,1,Atlanta Braves,4
Kansas City Royals,2,Baltimore Orioles,3
Tampa Bay Rays,4,Chicago White Sox,0
Oakland Athletics,6,Houston Astros,7
Colorado Rockies,3,Los Angeles Dodgers,6
Chicago Cubs,3,Milwaukee Brewers,5
Detroit Tigers,3,Minnesota Twins,5
LA Angels of Anaheim,3,New York Yankees,4
Miami Marlins,7,New York Mets,6
Texas Rangers,6,Seattle Mariners,3
Cleveland Indians,3,San Francisco Giants,5
Pittsburgh Pirates,6,St. Louis Cardinals,1
Boston Red Sox,7,Toronto Blue Jays,6
San Diego Padres,0,Washington Nationals,4
Philadelphia Phillies,2,Arizona D'Backs,0
Cincinnati Reds,0,Atlanta Braves,1
Kansas City Royals,9,Baltimore Orioles,3
Tampa Bay Rays,2,Chicago White Sox,9
Oakland Athletics,1,Houston Astros,5
Colorado Rockies,6,Los Angeles Dodgers,1
Chicago Cubs,4,Milwaukee Brewers,0
LA Angels of Anaheim,2,New York Yankees,3
Miami Marlins,0,New York Mets,4
Texas Rangers,5,Seattle Mariners,6
Cleveland Indians,1,San Francisco Giants,4
Pittsburgh Pirates,0,St. Louis Cardinals,7
Boston Red Sox,1,Toronto Blue Jays,7
San Diego Padres,4,Washington Nationals,2
Cleveland Indians,3,LA Angels of Anaheim,6
Colorado Rockies,8,Arizona D'Backs,5
Tampa Bay Rays,3,Chicago White Sox,7
San Diego Padres,6,San Francisco Giants,4
Milwaukee Brewers,5,St. Louis Cardinals,3
Oakland Athletics,4,Texas Rangers,0
Cleveland Indians,4,LA Angels of Anaheim,6
Colorado Rockies,5,Arizona D'Backs,4
Tampa Bay Rays,4,Boston Red Sox,7
Detroit Tigers,4,Chicago White Sox,3
Chicago Cubs,2,Cincinnati Reds,3
Washington Nationals,4,Houston Astros,3
Toronto Blue Jays,7,Kansas City Royals,10
Atlanta Braves,0,Miami Marlins,9
Seattle Mariners,6,New York Yankees,3
New York Mets,6,Philadelphia Phillies,1
San Diego Padres,0,San Francisco Giants,6
Milwaukee Brewers,5,St. Louis Cardinals,4
Oakland Athletics,9,Texas Rangers,3
Cleveland Indians,1,LA Angels of Anaheim,7
Colorado Rockies,4,Arizona D'Backs,5
Detroit Tigers,5,Chicago White Sox,1
Chicago Cubs,9,Cincinnati Reds,4
Washington Nationals,7,Houston Astros,0
Toronto Blue Jays,2,Kansas City Royals,4
Atlanta Braves,3,Miami Marlins,9
Los Angeles Dodgers,6,Minnesota Twins,4
San Diego Padres,2,San Francisco Giants,3
Milwaukee Brewers,3,St. Louis Cardinals,9
Oakland Athletics,12,Texas Rangers,1
Pittsburgh Pirates,1,Baltimore Orioles,5
Pittsburgh Pirates,5,Baltimore Orioles,6
Tampa Bay Rays,2,Boston Red Sox,1
Tampa Bay Rays,6,Boston Red Sox,5
Milwaukee Brewers,3,Cincinnati Reds,8
New York Mets,4,Colorado Rockies,7
Toronto Blue Jays,7,Kansas City Royals,3
Atlanta Braves,4,Miami Marlins,5
Los Angeles Dodgers,9,Minnesota Twins,4
Los Angeles Dodgers,4,Minnesota Twins,3
Seattle Mariners,4,New York Yankees,2
Texas Rangers,5,LA Angels of Anaheim,2
San Francisco Giants,2,Atlanta Braves,1
Oakland Athletics,1,Boston Red Sox,7
St. Louis Cardinals,5,Chicago Cubs,6
Milwaukee Brewers,2,Cincinnati Reds,0
Chicago White Sox,5,Cleveland Indians,12
New York Mets,3,Colorado Rockies,10
Seattle Mariners,4,Houston Astros,5
Detroit Tigers,8,Kansas City Royals,2
Los Angeles Dodgers,3,Miami Marlins,6
Baltimore Orioles,3,Minnesota Twins,0
Tampa Bay Rays,10,New York Yankees,5
Washington Nationals,5,Philadelphia Phillies,3
Toronto Blue Jays,5,Pittsburgh Pirates,6
Arizona D'Backs,2,San Diego Padres,0
Texas Rangers,3,LA Angels of Anaheim,5
San Francisco Giants,3,Atlanta Braves,1
Oakland Athletics,3,Boston Red Sox,6
St. Louis Cardinals,0,Chicago Cubs,3
Milwaukee Brewers,2,Cincinnati Reds,6
Chicago White Sox,0,Cleveland Indians,2
New York Mets,10,Colorado Rockies,11
Seattle Mariners,9,Houston Astros,8
Detroit Tigers,9,Kansas City Royals,2
Los Angeles Dodgers,9,Miami Marlins,7
Baltimore Orioles,1,Minnesota Twins,6
Tampa Bay Rays,3,New York Yankees,9
Washington Nationals,2,Philadelphia Phillies,7
Toronto Blue Jays,6,Pittsburgh Pirates,8
Arizona D'Backs,4,San Diego Padres,3
Texas Rangers,14,LA Angels of Anaheim,3
San Francisco Giants,4,Atlanta Braves,1
Oakland Athletics,3,Boston Red Sox,2
St. Louis Cardinals,5,Chicago Cubs,4
Milwaukee Brewers,3,Cincinnati Reds,4
Chicago White Sox,4,Cleveland Indians,3
New York Mets,5,Colorado Rockies,1
Seattle Mariners,8,Houston Astros,7
Detroit Tigers,9,Kansas City Royals,4
Los Angeles Dodgers,4,Miami Marlins,5
Baltimore Orioles,2,Minnesota Twins,5
Tampa Bay Rays,5,New York Yankees,1
Washington Nationals,0,Philadelphia Phillies,1
Toronto Blue Jays,7,Pittsburgh Pirates,2
Arizona D'Backs,3,San Diego Padres,4
New York Yankees,1,LA Angels of Anaheim,4
St. Louis Cardinals,4,Atlanta Braves,3
Chicago White Sox,3,Chicago Cubs,1
Minnesota Twins,1,Cleveland Indians,0
Texas Rangers,2,Colorado Rockies,8
Houston Astros,0,Detroit Tigers,2
New York Mets,3,Miami Marlins,4
Arizona D'Backs,3,Milwaukee Brewers,8
Seattle Mariners,4,Oakland Athletics,2
Toronto Blue Jays,3,Philadelphia Phillies,0
San Francisco Giants,11,Pittsburgh Pirates,10
Kansas City Royals,5,San Diego Padres,6
Los Angeles Dodgers,0,Washington Nationals,4
New York Yankees,4,LA Angels of Anaheim,3
St. Louis Cardinals,1,Atlanta Braves,2
Cincinnati Reds,3,Boston Red Sox,4
Chicago White Sox,5,Chicago Cubs,1
Minnesota Twins,2,Cleveland Indians,4
Texas Rangers,1,Colorado Rockies,12
Houston Astros,4,Detroit Tigers,11
New York Mets,0,Miami Marlins,3
Arizona D'Backs,7,Milwaukee Brewers,5
Seattle Mariners,8,Oakland Athletics,3
Toronto Blue Jays,6,Philadelphia Phillies,5
San Francisco Giants,1,Pittsburgh Pirates,2
Kansas City Royals,3,San Diego Padres,1
Baltimore Orioles,5,Tampa Bay Rays,3
Los Angeles Dodgers,8,Washington Nationals,3
New York Yankees,9,LA Angels of Anaheim,2
St. Louis Cardinals,7,Atlanta Braves,1
Cincinnati Reds,3,Boston Red Sox,4
Chicago Cubs,3,Chicago White Sox,8
Minnesota Twins,3,Cleveland Indians,4
Houston Astros,2,Detroit Tigers,3
New York Mets,0,Miami Marlins,1
Arizona D'Backs,3,Milwaukee Brewers,2
Seattle Mariners,6,Oakland Athletics,4
Seattle Mariners,0,Oakland Athletics,2
San Francisco Giants,3,Pittsburgh Pirates,4
Kansas City Royals,8,San Diego Padres,0
Baltimore Orioles,4,Tampa Bay Rays,3
Colorado Rockies,9,Texas Rangers,2
Philadelphia Phillies,0,Toronto Blue Jays,10
Los Angeles Dodgers,2,Washington Nationals,3
Chicago Cubs,12,Chicago White Sox,5
Minnesota Twins,4,Cleveland Indians,9
Houston Astros,6,Detroit Tigers,2
San Francisco Giants,3,Los Angeles Dodgers,1
Miami Marlins,3,San Diego Padres,1
Kansas City Royals,0,Seattle Mariners,1
Baltimore Orioles,3,Tampa Bay Rays,1
Colorado Rockies,0,Texas Rangers,5
Philadelphia Phillies,6,Toronto Blue Jays,12
Chicago Cubs,2,Atlanta Braves,3
Houston Astros,3,Baltimore Orioles,4
Arizona D'Backs,3,Chicago White Sox,9
Colorado Rockies,3,Cincinnati Reds,4
Minnesota Twins,2,Detroit Tigers,1
San Francisco Giants,3,Los Angeles Dodgers,1
New York Yankees,5,Milwaukee Brewers,3
Philadelphia Phillies,3,New York Mets,2
Washington Nationals,0,Oakland Athletics,8
St. Louis Cardinals,4,Pittsburgh Pirates,6
Miami Marlins,1,San Diego Padres,10
Kansas City Royals,6,Seattle Mariners,1
Cleveland Indians,6,Tampa Bay Rays,3
Boston Red Sox,0,Texas Rangers,8
LA Angels of Anaheim,4,Toronto Blue Jays,3
Chicago Cubs,0,Atlanta Braves,2
Houston Astros,4,Baltimore Orioles,5
Arizona D'Backs,4,Chicago White Sox,3
Colorado Rockies,11,Cincinnati Reds,2
Minnesota Twins,3,Detroit Tigers,9
San Francisco Giants,2,Los Angeles Dodgers,6
New York Yankees,4,Milwaukee Brewers,5
Philadelphia Phillies,5,New York Mets,4
Washington Nationals,3,Oakland Athletics,4
St. Louis Cardinals,3,Pittsburgh Pirates,4
Miami Marlins,3,San Diego Padres,9
Kansas City Royals,1,Seattle Mariners,3
Cleveland Indians,1,Tampa Bay Rays,7
Boston Red Sox,8,Texas Rangers,3
LA Angels of Anaheim,5,Toronto Blue Jays,3
Chicago Cubs,2,Atlanta Braves,5
Houston Astros,5,Baltimore Orioles,2
Arizona D'Backs,5,Chicago White Sox,1
Colorado Rockies,1,Cincinnati Reds,4
Minnesota Twins,4,Detroit Tigers,3
San Francisco Giants,7,Los Angeles Dodgers,4
New York Yankees,5,Milwaukee Brewers,6
Philadelphia Phillies,4,New York Mets,5
Washington Nationals,1,Oakland Athletics,9
St. Louis Cardinals,6,Pittsburgh Pirates,5
Miami Marlins,4,San Diego Padres,5
Kansas City Royals,9,Seattle Mariners,7
Cleveland Indians,6,Tampa Bay Rays,5
Boston Red Sox,5,Texas Rangers,2
LA Angels of Anaheim,9,Toronto Blue Jays,3
Washington Nationals,6,Arizona D'Backs,5
Detroit Tigers,4,Baltimore Orioles,1
Texas Rangers,4,Houston Astros,0
Miami Marlins,5,Los Angeles Dodgers,6
New York Mets,9,New York Yankees,7
Chicago White Sox,4,Oakland Athletics,5
Tampa Bay Rays,5,Seattle Mariners,12
Atlanta Braves,2,San Francisco Giants,4
Chicago Cubs,17,St. Louis Cardinals,5
LA Angels of Anaheim,3,Toronto Blue Jays,7
Washington Nationals,1,Arizona D'Backs,3
Detroit Tigers,4,Baltimore Orioles,1
San Diego Padres,2,Cincinnati Reds,1
Texas Rangers,0,Houston Astros,8
Colorado Rockies,1,Kansas City Royals,5
Miami Marlins,1,Los Angeles Dodgers,7
Pittsburgh Pirates,2,Milwaukee Brewers,5
Boston Red Sox,6,Minnesota Twins,8
New York Mets,12,New York Yankees,7
Chicago White Sox,0,Oakland Athletics,11
LA Angels of Anaheim,4,Philadelphia Phillies,3
Tampa Bay Rays,2,Seattle Mariners,1
Atlanta Braves,5,San Francisco Giants,0
Chicago Cubs,3,St. Louis Cardinals,4
Cleveland Indians,4,Toronto Blue Jays,5
Washington Nationals,5,Arizona D'Backs,1
Detroit Tigers,7,Baltimore Orioles,5
Texas Rangers,4,Houston Astros,5
Colorado Rockies,2,Kansas City Royals,3
Miami Marlins,13,Los Angeles Dodgers,3
Pittsburgh Pirates,4,Milwaukee Brewers,1
Boston Red Sox,9,Minnesota Twins,4
New York Yankees,4,New York Mets,0
Chicago White Sox,4,Oakland Athletics,2
LA Angels of Anaheim,3,Philadelphia Phillies,0
Tampa Bay Rays,2,Seattle Mariners,0
Atlanta Braves,4,San Francisco Giants,10
Cleveland Indians,15,Toronto Blue Jays,4
Tampa Bay Rays,5,LA Angels of Anaheim,6
San Diego Padres,0,Cincinnati Reds,5
San Diego Padres,6,Cincinnati Reds,1
Baltimore Orioles,2,Kansas City Royals,1
Pittsburgh Pirates,3,Milwaukee Brewers,4
Boston Red Sox,3,Minnesota Twins,4
New York Yankees,1,New York Mets,0
Miami Marlins,4,San Francisco Giants,6
Chicago Cubs,3,St. Louis Cardinals,5
Cleveland Indians,2,Toronto Blue Jays,4
Tampa Bay Rays,3,LA Angels of Anaheim,0
Los Angeles Dodgers,7,Arizona D'Backs,0
Detroit Tigers,1,Boston Red Sox,0
Milwaukee Brewers,4,Chicago Cubs,3
Oakland Athletics,11,Cleveland Indians,1
San Diego Padres,1,Colorado Rockies,3
Chicago White Sox,7,Houston Astros,2
Baltimore Orioles,4,Kansas City Royals,0
